,sentences1,sentences2,is_similar
7074,The person with the green shirt is jumping high over the grass,A young boy is jumping in the air with his knees bent and arms spread,1
7075,A person with a green shirt is jumping onto the grass,A young boy is jumping in the air with his knees bent and arms spread,1
7076,A person without shirt is jumping high over the green grass,A young boy is jumping in the air with his knees bent and arms spread,1
7077,A person with a green shirt is jumping high over the grass,A young boy is jumping in the air with his knees bent and arms spread,1
7078,A ball is being caught by a dog in mid air,A dog is catching a ball in mid air,1
7079,A dog is missing the ball in mid air,A dog is catching a ball in mid air,1
7080,A dog is catching a ball in mid air,A dog is caught mid air with a ball,1
7081,A brown and white dog is leaping in the air with a tennis ball in its mouth,A brown and white dog is jumping in the air with a tennis ball in its mouth,1
7082,A brown and white dog is jumping in the air with a tennis ball in its mouth,A brown and white dog is resting on the ground with a tennis ball in its mouth,1
7083,A dog is catching a ball in mid air,A brown and white dog is leaping in the air with a tennis ball in its mouth,1
7084,A dog is catching a ball in mid air,A brown and white dog is resting on the ground with a tennis ball in its mouth,1
7085,A brown and white dog is jumping in the air with a tennis ball in its mouth,A ball is being caught by a dog in mid air,1
7086,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is missing the ball in mid air,1
7087,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is caught mid air with a ball,1
7088,A brown and white dog is jumping in the air with a tennis ball in its mouth,A dog is catching a ball in mid air,1
7089,A woman in a shirt dyed in black is sitting next to a fluorescent green bag,A woman in a black shirt is sitting next to a fluorescent green bag,1
7090,A woman in a black shirt is sitting next to a fluorescent green bag,A woman in a black shirt is standing next to a fluorescent green bag,1
7091,A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,1
7092,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is silent and is leaving a purse and a yellow bag on the near ledge,1
7093,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag,1
7094,A woman in a black shirt is sitting next to a fluorescent green bag,A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge,1
7095,A woman in a black shirt is sitting next to a fluorescent green bag,A woman is silent and is leaving a purse and a yellow bag on the near ledge,0
7096,A woman in a black shirt is sitting next to a fluorescent green bag,A woman is speaking from a ledge and is keeping her cell phone inside a purse that is inside a yellow bag,0
7097,A woman in a shirt dyed in black is sitting next to a fluorescent green bag,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,1
7098,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman in a black shirt is standing next to a fluorescent green bag,0
7099,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman in a black shirt is sitting next to a fluorescent green bag,0
7100,One man is doing a wheelie on the mountain bike,The man is doing a wheelie on a mountain bike,1
7101,The man is doing a wheelie on a mountain bike,The man is not doing a wheelie on a mountain bike,1
7102,A man on a bicycle is riding on one wheel only,A person on a bike is riding on one wheel only,1
7103,A man on a bicycle is riding on one wheel only,There is no man on a bicycle riding on one wheel only,1
7104,A man is riding on a bicycle with one wheel only,A man on a bicycle is riding on one wheel only,1
7105,The man is doing a wheelie on a mountain bike,A person on a bike is riding on one wheel only,1
7106,The man is doing a wheelie on a mountain bike,There is no man on a bicycle riding on one wheel only,1
7107,The man is doing a wheelie on a mountain bike,A man is riding on a bicycle with one wheel only,1
7108,One man is doing a wheelie on the mountain bike,A man on a bicycle is riding on one wheel only,1
7109,The man is not doing a wheelie on a mountain bike,A man on a bicycle is riding on one wheel only,1
7110,The man is doing a wheelie on a mountain bike,A man on a bicycle is riding on one wheel only,1
7111,A duck with brown feathers and a green head is flapping its wings in the water,A brown duck with a green head is flapping its wings in the water,1
7112,There is no brown duck with a green head flapping its wings in the water,A brown duck with a green head is flapping its wings in the water,1
